Sitio,Grupo,Tipo,Fecha,Transecto,Bloque,Numero,SHJ_ID,FVE_ID,DFM_ID,Final_ID,Codigo,Largo,Swab,Dedo,Recap,Foto,Muerto,Notas,sample_date,year
PM-C,Aniseto-Caucho,C,24/11/22,4,A,948,scitsa,scitsa,boapel,boapel,0020,2.5,Y,Y,N,948,NA,NA,2022-11-24,2022
PM-C,Aniseto-Caucho,C,24/11/22,4,B,949,priach,priach,priach,priach,0020,3.3,Y,Y,N,938,NA,NA,2022-11-24,2022
PM-C,Aniseto-Caucho,C,24/11/22,4,C,950,priach,priach,priach,priach,0020,2.6,Y,Y,N,938,NA,NA,2022-11-24,2022
PM-C,Aniseto-Caucho,C,24/11/22,4,D,951,priach,priach,priach,priach,0020,2.4,Y,Y,N,938,NA,NA,2022-11-24,2022
PM-C,Aniseto-Caucho,C,24/11/22,4,D,952,priach,priach,priach,priach,0020,2.5,Y,Y,N,938,NA,NA,2022-11-24,2022
PM-C,Aniseto-Caucho,C,24/11/22,4,D,953,priach,priach,priach,priach,0020,3.4,Y,Y,N,939,NA,NA,2022-11-24,2022
PM-N,Aniseto-Caucho,N,24/11/22,1,A,954,priach,priach,priach,priach,0005,2.6,Y,Y,N,938,NA,NA,2022-11-24,2022
PM-N,Aniseto-Caucho,N,24/11/22,1,A,955,priach,priach,priach,priach,0005,2.8,Y,Y,N,938,NA,NA,2022-11-24,2022
PM-N,Aniseto-Caucho,N,24/11/22,2,D,956,priach,priach,priach,priach,0005,2.7,Y,Y,N,R195,NA,NA,2022-11-24,2022
PM-N,Aniseto-Caucho,N,24/11/22,3,C,957,priach,priach,priach,priach,0005,1.3,Y,Y,N,938,NA,NA,2022-11-24,2022
PM-N,Aniseto-Caucho,N,24/11/22,3,D,958,priach,priach,priach,priach,0005,1.7,Y,Y,N,958,NA,NA,2022-11-24,2022
PM-N,Aniseto-Caucho,N,24/11/22,4,D,959,boaboa,boaboa,trajor,trajor,0005,5.2,Y,Y,N,935,NA,NA,2022-11-24,2022
GP-N,Aniseto-Caucho,N,25/11/22,1,A,960,priach,priach,priach,priach,3000,2.8,Y,Y,N,960,NA,NA,2022-11-25,2022
GP-N,Aniseto-Caucho,N,25/11/22,1,D,961,priach,priach,priach,priach,3000,3,Y,Y,N,961,NA,NA,2022-11-25,2022
GP-C,Aniseto-Caucho,C,25/11/22,2,B,962,priach,priach,priach,priach,4000,2.6,Y,Y,N,962,NA,NA,2022-11-25,2022
GP-C,Aniseto-Caucho,C,25/11/22,2,C,963,priach,priach,priach,priach,4000,2.5,Y,Y,N,963,NA,NA,2022-11-25,2022
GP-C,Aniseto-Caucho,C,25/11/22,3,C,964,barpul,barpul,barpul,barpul,4000,1.8,Y,Y,N,964,NA,NA,2022-11-25,2022
GP-C,Aniseto-Caucho,C,25/11/22,4,B,965,priach,priach,priach,priach,4000,3.7,Y,Y,N,961,NA,NA,2022-11-25,2022
GP-C,Aniseto-Caucho,C,25/11/22,4,B,966,priach,priach,priach,priach,4000,2.3,Y,Y,N,963,NA,NA,2022-11-25,2022
PM-N,Aniseto-Caucho,N,26/11/22,1,B,967,priach,priach,priach,priach,0005,2.7,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,1,C,968,priach,priach,priach,priach,0005,2.5,Y,Y,N,968,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,1,D,969,priach,priach,priach,priach,0005,2.4,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,2,A,970,priach,priach,priach,priach,0005,2.4,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,2,D,971,priach,priach,priach,priach,0005,2.5,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,2,D,972,priach,priach,priach,priach,0005,2.5,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,3,A,973,boapel,boapel,priach,priach,0005,5,Y,Y,N,973,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,3,C,974,priach,priach,priach,priach,0005,2.2,Y,Y,N,968,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,3,C,975,priach,priach,priach,priach,0005,3.5,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,3,D,976,pri?,pri?,NA,prilut,0005,1.6,Y,Y,N,976,NA,Confirmado como Pristimantis luteolateralis - No hay foto para ID,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,3,D,977,prisub,prisub,prisub,prisub,0005,2.5,Y,Y,N,977,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,4,A,978,priach,priach,priach,priach,0005,2.3,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,4,A,979,priach,priach,priach,priach,0005,2.5,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,4,B,980,priach,priach,priach,priach,0005,2.5,Y,Y,N,968,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,4,D,981,priach,priach,priach,priach,0005,3,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-N,Aniseto-Caucho,N,26/11/22,4,D,982,pri?,pri?,NA,prilut,0005,1.5,Y,Y,N,976,NA,Confirmado como Pristimantis luteolateralis - No hay foto para ID,2022-11-26,2022
PM-C,Aniseto-Caucho,C,26/11/22,1,C,983,priach,priach,priach,priach,0020,2.2,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-C,Aniseto-Caucho,C,26/11/22,1,C,984,priach,priach,priach,priach,0020,2.7,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-C,Aniseto-Caucho,C,26/11/22,1,D,985,priach,priach,priach,priach,0020,3,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-C,Aniseto-Caucho,C,26/11/22,2,C,986,priach,priach,priach,priach,0020,2.4,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-C,Aniseto-Caucho,C,26/11/22,3,C,987,priach,priach,priach,priach,0020,3.3,Y,Y,N,968,NA,NA,2022-11-26,2022
PM-C,Aniseto-Caucho,C,26/11/22,4,A,988,scitsa,scitsa,priach,priach,0020,3,Y,Y,N,988,NA,NA,2022-11-26,2022
PM-C,Aniseto-Caucho,C,26/11/22,4,B,989,priach,priach,priach,priach,0020,2.5,Y,Y,N,967,NA,NA,2022-11-26,2022
PM-C,Aniseto-Caucho,C,26/11/22,4,B,990,priach,priach,priach,priach,0020,2.1,Y,Y,N,968,NA,NA,2022-11-26,2022
VC-N,Aniseto-Caucho,N,27/11/22,1,B,991,priach,priach,priach,priach,0500,2.7,Y,Y,N,991,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,1,C,992,priach,priach,priach,priach,0500,3.5,Y,Y,N,991,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,1,C,993,priach,priach,priach,priach,0500,3.6,Y,Y,N,993,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,2,B,994,priach,priach,priach,priach,0500,2.5,Y,Y,N,991,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,2,B,995,priach,priach,priach,priach,0500,3.5,Y,Y,N,995,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,2,C,996,priach,priach,priach,priach,0500,2.4,Y,Y,N,991,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,3,A,997,priach,priach,priach,priach,0500,2.5,Y,Y,N,993,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,3,A,998,priach,priach,priach,priach,0500,1.5,Y,Y,N,991,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,3,D,999,priach,priach,priach,priach,0500,3.5,Y,Y,N,999,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,3,D,1000,priach,priach,priach,priach,0500,3.5,Y,Y,N,999,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,3,D,1001,priach,priach,priach,priach,0500,2.7,Y,Y,N,999,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,3,D,1002,priach,priach,priach,priach,0500,2.6,Y,Y,N,991,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,4,A,1003,priach,priach,priach,priach,0500,2.7,Y,Y,N,995,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,4,C,1004,priach,priach,priach,priach,0500,2.3,Y,Y,N,1004,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,4,C,1005,priach,priach,priach,priach,0500,2.3,Y,Y,N,1004,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,4,C,1006,priach,priach,priach,priach,0500,4.2,Y,Y,N,1006,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,4,C,1007,priach,priach,priach,priach,0500,3,Y,Y,N,995,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,4,D,1008,priach,priach,priach,priach,0500,4,Y,Y,N,1008,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,4,D,1009,priach,priach,priach,priach,0500,2.6,Y,Y,N,1009,NA,NA,2022-11-27,2022
VC-N,Aniseto-Caucho,N,27/11/22,1,D,1010,priach,priach,priach,priach,0500,3.8,Y,Y,N,1008,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,1,B,1011,priach,priach,priach,priach,2000,3.6,Y,Y,N,1004,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,1,B,1012,priach,priach,priach,priach,2000,3,Y,Y,N,1008,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,1,C,1013,priach,priach,priach,priach,2000,2.5,Y,Y,N,999,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,1,D,1014,priach,priach,priach,priach,2000,2.6,Y,Y,N,1004,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,2,A,1015,priach,priach,priach,priach,2000,2.8,Y,Y,N,1008,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,2,B,1016,pri?,pri?,prislatic,prilatic,2000,1.8,Y,Y,N,1016,"Pristimantis cf. laticlavius, confirmado por sequencia - colectado",NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,2,B,1017,priach,priach,priach,priach,2000,4.2,Y,Y,N,991,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,2,C,1018,priach,priach,priach,priach,2000,2.6,Y,Y,N,991,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,2,D,1019,priach,priach,priach,priach,2000,2.5,Y,Y,N,999,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,3,B,1020,priach,priach,priach,priach,2000,3.2,Y,Y,N,991,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,3,B,1021,priach,priach,priach,priach,2000,2.1,Y,Y,N,1006,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,3,D,1022,priach,priach,priach,priach,2000,3.5,Y,Y,N,1022,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,4,A,1023,barpul,barpul,barpul,barpul,2000,2.4,Y,Y,N,1023,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,4,A,1024,priach,priach,priach,priach,2000,3.9,Y,Y,N,1024,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,4,A,1025,priach,priach,priach,priach,2000,3,Y,Y,N,1006,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,4,B,1026,priach,priach,priach,priach,2000,3.8,Y,Y,N,1008,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,4,B,1027,priach,priach,priach,priach,2000,3.5,Y,Y,N,1022,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,4,B,1028,priach,priach,priach,priach,2000,3.7,Y,Y,N,999,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,4,B,1029,priach,priach,priach,priach,2000,2.6,Y,Y,N,1006,NA,NA,2022-11-27,2022
FCAT-B3,Aniseto-Caucho,B,27/11/22,4,D,1030,priach,priach,priach,priach,2000,2.7,Y,Y,N,991,NA,NA,2022-11-27,2022
PV-N,Aniseto-Caucho,N,28/11/22,1,A,1031,priach,priach,priach,priach,0200,2.7,Y,Y,N,1031,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,1,A,1032,priach,priach,priach,priach,0200,3.7,Y,Y,N,1032,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,1,A,1033,priach,priach,priach,priach,0200,2.5,Y,Y,N,1031,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,1,B,1034,priach,priach,priach,priach,0200,2.5,Y,Y,N,1031,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,1,B,1035,priach,priach,priach,priach,0200,2.7,Y,Y,N,1031,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,1,B,1036,priach,priach,priach,priach,0200,3.6,Y,Y,N,1031,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,1,B,1037,priach,priach,priach,priach,0200,2.6,Y,Y,N,1031,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,1,B,1038,priach,priach,priach,priach,0200,2.6,Y,Y,N,1038,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,2,A,1039,priach,priach,priach,priach,0200,3.1,Y,Y,N,1039,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,3,A,1040,priach,priach,priach,priach,0200,3.5,Y,Y,N,1039,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,3,A,1041,priach,priach,priach,priach,0200,3.7,Y,Y,N,1041,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,3,B,1042,priach,priach,priach,priach,0200,2.8,Y,Y,N,1042,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,3,C,1043,barpul,barpul,barpul,barpul,0200,2.6,Y,Y,N,1043,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,3,C,1044,priach,priach,priach,priach,0200,2.7,Y,Y,N,1031,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,3,C,1045,priach,priach,priach,priach,0200,2.6,Y,Y,N,1031,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,4,A,1046,priach,priach,priach,priach,0200,2.9,Y,Y,N,1038,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,4,B,1047,priach,priach,priach,priach,2000 + 0200,2.6,Y,Y,N,1039,NA,NA,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,4,C,1048,pri?,pri?,priwal,priwal,0200,1.5,Y,Y,N,1048,NA,pata amarilla,2022-11-28,2022
PV-N,Aniseto-Caucho,N,28/11/22,4,C,1049,rhihor,rhi?,rhihor,rhihor,0200,9.6,Y,Y,N,1049,NA,NA,2022-11-28,2022
VC-C,Aniseto-Caucho,C,28/11/22,4,D,1050,priach,priach,priach,priach,0300,2.6,Y,Y,N,1032,NA,NA,2022-11-28,2022
VC-C,Aniseto-Caucho,C,28/11/22,4,D,1051,boaboa,boaboa,boaros,boaros,0300,7.5,Y,Y,N,1051,NA,DFM: Boana rosenbergi,2022-11-28,2022
VC-N,Aniseto-Caucho,N,29/11/22,1,A,1052,priach,priach,priacha,priach,0500,2.7,Y,Y,N,1052,NA,NA,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,1,A,1053,pri?,pri?,priwal,priwal,0500,2,Y,Y,N,1053,colectado,P. walkeri o nietoi,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,1,B,1054,priach,priach,priacha,priach,0500,4,Y,Y,N,1054,NA,NA,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,1,D,1055,pri?,pri?,priwal,priwal,0500,2.5,Y,Y,N,1053,NA,mismo como 1053; P. walkeri o nietoi,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,1,D,1056,priach,priach,priach,priach,0500,2.6,Y,Y,N,1056,NA,NA,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,2,D,1057,priach,priach,priach,priach,0500,2.6,Y,Y,N,1056,NA,NA,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,3,B,1058,priach,priach,priach,priach,0500,3.5,Y,Y,N,1054,NA,NA,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,3,C,1059,priach,priach,priach,priach,0500,2.6,Y,Y,N,1056,NA,NA,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,3,C,1060,priach,priach,priach,priach,0500,3.6,Y,Y,N,1052,NA,NA,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,3,C,1061,priach,priach,priach,priach,0500,2.6,Y,Y,N,1061,NA,NA,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,3,D,1062,priach,priach,priach,priach,0500,4.5,Y,Y,N,1062,NA,NA,2022-11-29,2022
VC-N,Aniseto-Caucho,N,29/11/22,4,A,1063,priach,priach,priach,priach,0500,2.5,Y,Y,N,1061,NA,NA,2022-11-29,2022
FCAT-B3,Aniseto-Caucho,B,29/11/22,1,A,1064,priach,priach,priach,priach,2000,2.8,Y,Y,N,1061,NA,NA,2022-11-29,2022
FCAT-B3,Aniseto-Caucho,B,29/11/22,2,A,1065,priach,priach,priach,priach,2000,2.9,Y,Y,N,1052,NA,NA,2022-11-29,2022
FCAT-B3,Aniseto-Caucho,B,29/11/22,2,A,1066,priach,priach,priach,priach,2000,4,Y,Y,N,1066,NA,NA,2022-11-29,2022
FCAT-B3,Aniseto-Caucho,B,29/11/22,2,D,1067,priach,priach,priach,priach,2000,2.6,Y,Y,N,1056,NA,NA,2022-11-29,2022
FCAT-B3,Aniseto-Caucho,B,29/11/22,2,D,1068,priach,priach,priach,priach,2000,3,Y,Y,N,1054,NA,NA,2022-11-29,2022
FCAT-B3,Aniseto-Caucho,B,29/11/22,3,B,1069,priach,priach,priach,priach,2000,2.5,Y,Y,N,1061,NA,NA,2022-11-29,2022
FCAT-B3,Aniseto-Caucho,B,29/11/22,3,C,1070,pri?,pri?,prisp,prilatid,2000,4,Y,Y,N,1070,colectado,Pristmantis latidiscus confirmado por sequencia - No sabe que es el Guayasamin,2022-11-29,2022
FCAT-B3,Aniseto-Caucho,B,29/11/22,3,D,1071,pri?,pri?,prisp,pricha,2000,2.1,Y,Y,N,1071,colectado,P. chalceus confirmado por sequencia - P. walkeri o nietoi,2022-11-29,2022
PV-N,Aniseto-Caucho,N,30/11/22,1,A,1072,priach,priach,priach,priach,0200,4.2,Y,Y,N,1072,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,1,A,1073,priach,priach,priach,priach,0200,2.7,Y,Y,N,1072,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,1,B,1074,priach,priach,priach,priach,0200,2.6,Y,Y,N,1072,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,2,A,1075,priach,priach,priach,priach,0200,2.6,Y,Y,N,1072,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,2,B,1076,priach,priach,priach,priach,0200,2,Y,Y,N,1076,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,2,B,1077,priach,priach,priach,priach,0200,2.5,Y,Y,N,1077,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,2,C,1078,pri?,pri?,priwal,priwal,0200,2.5,Y,Y,N,1078,colectado,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,2,C,1079,priach,priach,priach,priach,0200,4,Y,Y,N,1072,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,3,C,1080,priach,priach,priach,priach,0200,4,Y,Y,N,1076,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,3,D,1081,priach,priach,priach,priach,0200,3.5,Y,Y,N,1072,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,4,A,1082,priach,priach,priach,priach,2000 + 0200,4,Y,Y,N,1076,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,4,B,1083,priach,priach,barpul,barpul,0200,2.5,Y,Y,N,1072,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,4,B,1084,priach,priach,priach,priach,0200,2.7,Y,Y,N,1084,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,4,B,1085,priach,priach,priach,priach,0200,2.7,Y,Y,N,1084,NA,NA,2022-11-30,2022
PV-N,Aniseto-Caucho,N,30/11/22,4,D,1086,priach,priach,priach,priach,0200,2.5,Y,Y,N,1076,NA,NA,2022-11-30,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,1,A,1087,priach,priach,priach,priach,2000,2.8,Y,Y,N,1087,NA,NA,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,2,B,1088,priach,priach,priach,priach,2000,3.5,Y,Y,N,1087,NA,NA,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,2,B,1089,priach,priach,priach,priach,2000,3.8,Y,Y,N,1089,NA,NA,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,2,D,1090,priach,priach,priach,priach,2000,4,Y,Y,N,1087,NA,NA,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,3,C,1091,priach,priach,priach,priach,2000,3.5,Y,Y,N,1087,NA,NA,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,4,A,1092,priach,priach,priach,priach,2000,3,Y,Y,N,1087,NA,NA,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,4,A,1093,barpul,barpul,barpul,barpul,2000,2.5,Y,Y,N,1093,NA,NA,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,4,A,1094,barpul,barpul,barpul,barpul,2000,2.7,Y,Y,N,1093,NA,NA,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,4,A,1095,barpul,barpul,barpul,barpul,2000,2,Y,Y,N,1093,NA,NA,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,4,C,1096,pri?,pri?,pricfafr,prilatid,2000,2.5,Y,Y,N,1096,colectado,Pristmantis latidiscus confirmado por sequencia,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,4,C,1097,priach,priach,priach,priach,2000,4.2,Y,Y,N,1087,NA,NA,2022-12-01,2022
FCAT-B3,Aniseto-Caucho,B,01/12/22,4,D,1098,priach,priach,priach,priach,2000,3.5,Y,Y,N,1087,NA,NA,2022-12-01,2022
VC-N,Aniseto-Caucho,N,01/12/22,1,A,1099,priach,priach,priach,priach,0500,2.6,Y,Y,N,1087,NA,NA,2022-12-01,2022
VC-N,Aniseto-Caucho,N,01/12/22,1,A,1100,priach,priach,priach,priach,0500,3,Y,Y,N,1100,NA,NA,2022-12-01,2022
VC-N,Aniseto-Caucho,N,01/12/22,1,A,1101,priach,priach,priach,priach,0500,3.5,Y,Y,N,1101,NA,NA,2022-12-01,2022
VC-N,Aniseto-Caucho,N,01/12/22,1,C,1102,priach,priach,priach,priach,0500,3,Y,Y,N,1089,NA,NA,2022-12-01,2022
VC-N,Aniseto-Caucho,N,01/12/22,2,A,1103,priach,priach,priach,priach,0500,2.5,Y,Y,N,1089,NA,NA,2022-12-01,2022
VC-N,Aniseto-Caucho,N,01/12/22,2,D,1104,priach,priach,priach,priach,0500,3,Y,Y,N,R227,NA,NA,2022-12-01,2022
VC-N,Aniseto-Caucho,N,01/12/22,3,A,1105,priach,priach,priach,priach,0500,3,Y,Y,N,R230,NA,NA,2022-12-01,2022
VC-N,Aniseto-Caucho,N,01/12/22,3,A,1106,priach,priach,priach,priach,0500,2.6,Y,Y,N,1100,NA,NA,2022-12-01,2022
VC-N,Aniseto-Caucho,N,01/12/22,4,A,1107,priach,priach,priach,priach,0500,2.9,Y,Y,N,1087,NA,NA,2022-12-01,2022
PV-N,Aniseto-Caucho,N,02/12/22,1,A,1108,priach,priach,priach,priach,0200,4,Y,Y,N,1108,NA,NA,2022-12-02,2022
PV-N,Aniseto-Caucho,N,02/12/22,1,B,1109,priach,priach,priach,priach,0200,2.5,Y,Y,N,1109,NA,NA,2022-12-02,2022
PV-N,Aniseto-Caucho,N,02/12/22,2,A,1110,priach,priach,priach,priach,0200,4,Y,Y,N,1110,NA,NA,2022-12-02,2022
PV-N,Aniseto-Caucho,N,02/12/22,3,C,1111,priach,priach,priach,priach,0200,2.5,Y,Y,N,1110,NA,NA,2022-12-02,2022
PV-N,Aniseto-Caucho,N,02/12/22,3,C,1112,priach,priach,priach,priach,0200,2.7,Y,Y,N,1110,NA,NA,2022-12-02,2022
PV-N,Aniseto-Caucho,N,02/12/22,4,A,1113,priach,priach,priach,priach,0200,3.9,Y,Y,N,1108,NA,NA,2022-12-02,2022
PV-N,Aniseto-Caucho,N,02/12/22,4,B,1114,priach,priach,priach,priach,0200,2,Y,Y,N,R246,NA,NA,2022-12-02,2022
VC-C,Aniseto-Caucho,C,02/12/22,4,D,1115,priach,priach,priach,priach,0300,4,Y,Y,N,1110,NA,NA,2022-12-02,2022
FCAT-V1,Estacion,V,09/01/23,1,A,1116,priach,priach,priach,priach,2000,3,Y,Y,N,1116,NA,NA,2023-01-09,2023
FCAT-V1,Estacion,V,09/01/23,1,C,1117,priach,priach,priach,priach,2000,2.8,Y,Y,N,1117,NA,NA,2023-01-09,2023
FCAT-V1,Estacion,V,09/01/23,1,D,1118,oopsyl,oopsyl,oopsyl,oopsyl,2000,3.1,Y,Y,N,1118,NA,NA,2023-01-09,2023
FCAT-V1,Estacion,V,09/01/23,2,B,1119,priach,priach,priach,priach,2000,2.7,Y,Y,N,1119,NA,NA,2023-01-09,2023
FCAT-V1,Estacion,V,09/01/23,3,A,1120,boaboa,boaboa,boaboa,boaboa,2000,8.5,Y,Y,N,1120,NA,NA,2023-01-09,2023
FCAT-V1,Estacion,V,09/01/23,3,C,1121,priach,priach,priach,priach,2000,3.1,Y,Y,N,R247,NA,NA,2023-01-09,2023
FCAT-V1,Estacion,V,09/01/23,4,A,1122,priach,priach,priach,priach,2000,2.7,Y,Y,N,1119,NA,NA,2023-01-09,2023
FCAT-V1,Estacion,V,09/01/23,4,B,1123,oopsyl,oopsyl,oopsyl,oopsyl,2000,2.8,Y,Y,N,1118,NA,NA,2023-01-09,2023
